402.99199999999996,372.611,394.775
403.318,371.429,394.85
402.43100000000004,370.457,395.13
404.723,370.873,394.716
405.226,370.788,393.276
406.71799999999996,371.03499999999997,393.457
407.584,370.017,392.663
407.002,369.632,391.291
406.675,370.784,390.446
406.78700000000003,370.478,389.002
405.726,369.554,388.471
405.15999999999997,368.425,389.12
404.196,367.63599999999997,388.519
403.76800000000003,367.901,387.275
404.33799999999997,368.98400000000004,386.669
405.331,369.822,387.18899999999996
405.371,371.457,390.784
405.56399999999996,372.086,392.168
407.03200000000004,372.478,393.043
405.696,372.885,392.677
405.525,374.072,391.834
406.601,374.26099999999997,390.791
407.48699999999997,375.345,390.83000000000004
408.472,375.523,389.849
408.591,374.631,388.802
407.731,373.54499999999996,388.728
406.74,373.35400000000004,389.71299999999997
401.587,370.935,395.11199999999997
404.675,369.866,395.18
405.081,369.808,392.78999999999996
404.73400000000004,371.526,392.634
407.649,369.086,393.269
408.608,370.41200000000003,392.531
406.09299999999996,369.024,391.411
407.767,368.99199999999996,390.801
407.78200000000004,370.09000000000003,388.83000000000004
406.727,371.428,388.451
405.46000000000004,368.16999999999996,390.122
403.722,366.775,388.999
403.978,369.171,385.66700000000003
405.767,370.68,386.63599999999997
404.731,370.728,390.801
404.824,372.241,390.101
404.59299999999996,372.379,392.56399999999996
405.932,373.024,392.06899999999996
407.793,372.573,392.23699999999997
407.376,373.127,393.868
404.544,373.983,391.326
405.53,374.952,392.491
407.419,376.065,391.656
409.145,376.374,389.906
409.356,374.774,388.03999999999996
407.828,372.84299999999996,387.909
406.092,372.496,389.64
406.053,372.501,389.63599999999997
403.571,370.506,390.315
407.074,371.86,388.305
404.91200000000003,370.217,388.735
403.752,368.009,386.454
406.875,367.063,393.875
404.615,372.914,393.597
407.022,372.299,394.331
405.28999999999996,371.012,392.922
401.76599999999996,369.20500000000004,391.212
404.871,371.64099999999996,392.679
405.698,372.27099999999996,391.23199999999997
403.159,373.115,390.829
403.216,374.308,391.81
405.788,374.21500000000003,392.499
407.284,375.127,390.69100000000003
403.672,372.227,390.11400000000003
403.337,373.61400000000003,391.171
401.90999999999997,372.272,392.695
403.48900000000003,368.293,389.624
406.83000000000004,370.334,389.779
406.943,372.929,388.83500000000004
404.927,364.524,394.544
403.515,370.84000000000003,395.73199999999997
402.576,371.244,394.69399999999996
403.411,349.818,392.94399999999996
402.669,371.41999999999996,390.76300000000003
402.077,368.663,390.933
403.244,369.25,390.554
400.476,373.786,391.247
401.155,373.88599999999997,391.40700000000004
402.23900000000003,375.43899999999996,392.622
397.802,375.40999999999997,391.752
384.655,372.183,388.323
395.629,369.11,393.999
393.933,370.329,395.048
397.381,371.784,396.652
392.09299999999996,370.122,395.53
392.207,402.395,393.831
393.361,404.78200000000004,391.68100000000004
393.294,401.365,393.656
391.03999999999996,399.53499999999997,394.898
391.861,382.756,390.471
393.895,390.26599999999996,390.723
394.887,405.94,391.154
392.44100000000003,401.474,388.477
391.698,400.75,391.44
393.51099999999997,402.902,392.461
392.551,401.58500000000004,391.928
391.813,399.20799999999997,392.724
395.44399999999996,404.385,392.046
394.847,405.731,395.503
392.728,403.424,393.26
391.72,405.647,392.554
391.661,404.02099999999996,392.772
391.615,404.81,391.022
392.474,404.486,391.446
392.37,402.724,392.571
392.613,405.672,451.21500000000003
391.747,405.5,396.212
392.377,405.15999999999997,393.676
393.473,404.652,395.624
392.60900000000004,403.85900000000004,394.88599999999997
391.166,401.62,394.027
392.793,400.653,393.699
392.558,401.898,393.71500000000003
392.60900000000004,400.801,391.628
393.449,403.79499999999996,391.54200000000003
391.69,401.693,391.877
393.158,405.75,392.574
392.61699999999996,404.24,392.764
392.371,405.351,391.661
392.06399999999996,405.627,392.55600000000004
390.71799999999996,405.062,395.473
391.673,405.654,391.506
393.571,403.914,392.86400000000003
392.581,405.656,393.076
392.485,406.58500000000004,391.33299999999997
396.661,405.644,395.373
392.206,407.574,393.098
392.623,405.302,392.956
390.863,405.882,391.78
391.781,407.88300000000004,392.087
391.946,401.696,391.93600000000004
390.722,403.46500000000003,391.398
391.679,406.15700000000004,388.125
394.092,405.33000000000004,447.97
390.70799999999997,404.605,391.81399999999996
391.921,406.177,391.873
392.27,405.495,392.09000000000003
392.381,405.429,392.79499999999996
393.001,398.502,391.374
392.977,398.99,390.448
391.486,406.59000000000003,389.457
391.567,404.824,390.908
391.11,400.21799999999996,393.567
390.525,405.351,394.477
388.603,396.033,391.409
390.502,404.852,394.693
390.043,398.80600000000004,392.41499999999996
386.656,401.692,392.727
395.953,393.962,389.007
393.344,392.735,393.699
394.43399999999997,392.605,391.452
393.69,392.286,
